customer_id,customer_name,segment,signup_date
1,Customer_1,Consumer,2019-07-31
2,Customer_2,Home Office,2020-01-19
3,Customer_3,Consumer,2019-12-08
4,Customer_4,Home Office,2021-04-23
5,Customer_5,Corporate,2021-11-27
6,Customer_6,Consumer,2020-02-24
7,Customer_7,Corporate,2021-01-20
8,Customer_8,Home Office,2022-04-07
9,Customer_9,Corporate,2019-11-02
10,Customer_10,Corporate,2020-12-02
11,Customer_11,Home Office,2021-05-18
12,Customer_12,Corporate,2020-06-20
13,Customer_13,Corporate,2022-02-09
14,Customer_14,Home Office,2019-07-25
15,Customer_15,Corporate,2020-05-10
16,Customer_16,Home Office,2021-12-06
17,Customer_17,Corporate,2020-05-18
18,Customer_18,Home Office,2021-11-11
19,Customer_19,Home Office,2019-08-01
20,Customer_20,Corporate,2019-11-06
21,Customer_21,Corporate,2020-10-22
22,Customer_22,Corporate,2021-01-22
23,Customer_23,Consumer,2019-09-29
24,Customer_24,Consumer,2021-07-26
25,Customer_25,Consumer,2019-02-01
26,Customer_26,Home Office,2020-03-18
27,Customer_27,Corporate,2019-06-11
28,Customer_28,Home Office,2021-02-05
29,Customer_29,Consumer,2019-09-11
30,Customer_30,Corporate,2020-06-04
31,Customer_31,Home Office,2021-09-03
32,Customer_32,Corporate,2019-01-10
33,Customer_33,Home Office,2020-12-26
34,Customer_34,Corporate,2020-05-19
35,Customer_35,Consumer,2021-02-23
36,Customer_36,Consumer,2020-03-11
37,Customer_37,Corporate,2022-02-08
38,Customer_38,Home Office,2019-06-02
39,Customer_39,Consumer,2021-07-05
40,Customer_40,Consumer,2021-05-18
41,Customer_41,Consumer,2022-01-30
42,Customer_42,Corporate,2021-01-22
43,Customer_43,Corporate,2020-07-16
44,Customer_44,Home Office,2022-01-09
45,Customer_45,Home Office,2020-05-03
46,Customer_46,Home Office,2021-06-13
47,Customer_47,Corporate,2022-01-16
48,Customer_48,Corporate,2019-04-14
49,Customer_49,Home Office,2022-01-24
50,Customer_50,Home Office,2021-10-21
51,Customer_51,Corporate,2021-10-03
52,Customer_52,Home Office,2020-02-11
53,Customer_53,Consumer,2019-06-16
54,Customer_54,Corporate,2020-05-23
55,Customer_55,Home Office,2019-11-09
56,Customer_56,Corporate,2021-02-01
57,Customer_57,Consumer,2020-11-11
58,Customer_58,Corporate,2020-04-21
59,Customer_59,Corporate,2019-03-14
60,Customer_60,Corporate,2022-03-10
61,Customer_61,Corporate,2020-08-04
62,Customer_62,Consumer,2019-09-19
63,Customer_63,Corporate,2019-09-02
64,Customer_64,Corporate,2020-07-14
65,Customer_65,Home Office,2022-01-04
66,Customer_66,Corporate,2019-06-24
67,Customer_67,Home Office,2019-04-19
68,Customer_68,Consumer,2019-07-02
69,Customer_69,Consumer,2019-07-11
70,Customer_70,Consumer,2019-03-06
71,Customer_71,Consumer,2021-08-20
72,Customer_72,Home Office,2022-01-28
73,Customer_73,Corporate,2021-05-13
74,Customer_74,Consumer,2022-02-25
75,Customer_75,Corporate,2020-01-04
76,Customer_76,Home Office,2021-04-30
77,Customer_77,Home Office,2019-02-12
78,Customer_78,Home Office,2020-05-02
79,Customer_79,Consumer,2019-03-19
80,Customer_80,Corporate,2021-04-05
81,Customer_81,Corporate,2020-11-04
82,Customer_82,Corporate,2020-12-01
83,Customer_83,Home Office,2021-01-28
84,Customer_84,Consumer,2020-12-28
85,Customer_85,Home Office,2021-07-13
86,Customer_86,Home Office,2021-06-20
87,Customer_87,Corporate,2021-06-07
88,Customer_88,Home Office,2021-09-19
89,Customer_89,Corporate,2022-04-06
90,Customer_90,Consumer,2019-12-05
91,Customer_91,Corporate,2019-07-12
92,Customer_92,Consumer,2019-10-10
93,Customer_93,Corporate,2020-01-25
94,Customer_94,Home Office,2021-09-26
95,Customer_95,Home Office,2020-06-08
96,Customer_96,Consumer,2020-10-20
97,Customer_97,Consumer,2020-12-16
98,Customer_98,Consumer,2021-06-09
99,Customer_99,Corporate,2022-01-17
100,Customer_100,Corporate,2022-01-23
101,Customer_101,Consumer,2020-03-27
102,Customer_102,Home Office,2020-03-03
103,Customer_103,Corporate,2022-03-20
104,Customer_104,Corporate,2021-11-11
105,Customer_105,Corporate,2021-06-01
106,Customer_106,Consumer,2019-11-09
107,Customer_107,Consumer,2021-04-19
108,Customer_108,Consumer,2020-06-02
109,Customer_109,Consumer,2020-01-10
110,Customer_110,Consumer,2020-03-26
111,Customer_111,Home Office,2021-10-11
112,Customer_112,Home Office,2020-08-17
113,Customer_113,Consumer,2020-05-14
114,Customer_114,Corporate,2020-04-08
115,Customer_115,Consumer,2022-02-21
116,Customer_116,Home Office,2019-04-23
117,Customer_117,Home Office,2021-11-01
118,Customer_118,Corporate,2022-02-23
119,Customer_119,Home Office,2019-11-27
120,Customer_120,Consumer,2019-05-20
121,Customer_121,Corporate,2021-06-20
122,Customer_122,Consumer,2022-01-25
123,Customer_123,Consumer,2020-05-31
124,Customer_124,Corporate,2020-07-22
125,Customer_125,Consumer,2021-04-25
126,Customer_126,Home Office,2021-12-28
127,Customer_127,Consumer,2019-04-28
128,Customer_128,Corporate,2021-06-06
129,Customer_129,Corporate,2021-12-18
130,Customer_130,Corporate,2021-11-22
131,Customer_131,Consumer,2019-02-19
132,Customer_132,Corporate,2019-01-19
133,Customer_133,Corporate,2020-12-26
134,Customer_134,Consumer,2019-07-16
135,Customer_135,Home Office,2020-07-12
136,Customer_136,Consumer,2020-03-27
137,Customer_137,Corporate,2019-10-16
138,Customer_138,Corporate,2022-03-10
139,Customer_139,Consumer,2022-01-12
140,Customer_140,Home Office,2020-01-26
141,Customer_141,Corporate,2019-08-03
142,Customer_142,Corporate,2019-08-03
143,Customer_143,Corporate,2019-05-08
144,Customer_144,Consumer,2021-01-29
145,Customer_145,Corporate,2020-02-08
146,Customer_146,Home Office,2021-11-18
147,Customer_147,Corporate,2019-12-04
148,Customer_148,Corporate,2021-04-10
149,Customer_149,Home Office,2020-12-14
150,Customer_150,Corporate,2019-12-27
151,Customer_151,Consumer,2020-07-22
152,Customer_152,Consumer,2019-08-06
153,Customer_153,Consumer,2019-07-21
154,Customer_154,Home Office,2019-01-17
155,Customer_155,Corporate,2019-11-18
156,Customer_156,Consumer,2020-06-01
157,Customer_157,Home Office,2020-11-11
158,Customer_158,Corporate,2022-01-10
159,Customer_159,Home Office,2020-02-29
160,Customer_160,Consumer,2021-10-15
161,Customer_161,Consumer,2020-01-22
162,Customer_162,Consumer,2021-02-16
163,Customer_163,Home Office,2019-04-08
164,Customer_164,Home Office,2019-07-27
165,Customer_165,Consumer,2020-08-08
166,Customer_166,Home Office,2019-06-15
167,Customer_167,Consumer,2019-01-22
168,Customer_168,Consumer,2019-06-03
169,Customer_169,Corporate,2019-08-07
170,Customer_170,Home Office,2020-10-30
171,Customer_171,Consumer,2019-08-18
172,Customer_172,Consumer,2019-01-20
173,Customer_173,Home Office,2020-07-06
174,Customer_174,Corporate,2021-08-07
175,Customer_175,Corporate,2019-05-28
176,Customer_176,Consumer,2022-02-05
177,Customer_177,Home Office,2020-02-07
178,Customer_178,Corporate,2020-08-18
179,Customer_179,Home Office,2020-01-02
180,Customer_180,Home Office,2021-03-12
181,Customer_181,Consumer,2021-07-06
182,Customer_182,Corporate,2022-03-03
183,Customer_183,Consumer,2019-03-14
184,Customer_184,Corporate,2020-04-25
185,Customer_185,Corporate,2020-07-13
186,Customer_186,Corporate,2021-01-14
187,Customer_187,Corporate,2019-04-10
188,Customer_188,Corporate,2021-12-18
189,Customer_189,Home Office,2020-05-22
190,Customer_190,Consumer,2019-09-15
191,Customer_191,Home Office,2020-02-17
192,Customer_192,Corporate,2021-12-24
193,Customer_193,Consumer,2020-08-17
194,Customer_194,Corporate,2022-03-23
195,Customer_195,Consumer,2019-09-23
196,Customer_196,Home Office,2021-03-31
197,Customer_197,Consumer,2022-01-07
198,Customer_198,Consumer,2020-10-23
199,Customer_199,Consumer,2021-08-04
200,Customer_200,Consumer,2020-07-13
201,Customer_201,Consumer,2021-07-05
202,Customer_202,Corporate,2021-06-09
203,Customer_203,Consumer,2021-05-17
204,Customer_204,Consumer,2020-09-01
205,Customer_205,Home Office,2020-02-18
206,Customer_206,Consumer,2019-01-25
207,Customer_207,Home Office,2019-10-11
208,Customer_208,Corporate,2021-05-30
209,Customer_209,Consumer,2019-10-28
210,Customer_210,Home Office,2021-12-27
211,Customer_211,Home Office,2021-10-27
212,Customer_212,Corporate,2021-03-27
213,Customer_213,Consumer,2022-03-06
214,Customer_214,Consumer,2022-04-02
215,Customer_215,Home Office,2019-03-24
216,Customer_216,Consumer,2022-01-01
217,Customer_217,Home Office,2019-02-15
218,Customer_218,Consumer,2020-09-09
219,Customer_219,Home Office,2021-07-16
220,Customer_220,Consumer,2019-09-19
221,Customer_221,Corporate,2019-06-25
222,Customer_222,Consumer,2022-04-04
223,Customer_223,Consumer,2020-10-18
224,Customer_224,Corporate,2021-04-21
225,Customer_225,Consumer,2020-01-05
226,Customer_226,Corporate,2019-02-23
227,Customer_227,Consumer,2020-11-20
228,Customer_228,Home Office,2022-02-24
229,Customer_229,Home Office,2020-01-02
230,Customer_230,Consumer,2020-10-05
231,Customer_231,Consumer,2020-01-14
232,Customer_232,Consumer,2019-03-14
233,Customer_233,Home Office,2021-07-03
234,Customer_234,Consumer,2021-05-09
235,Customer_235,Home Office,2019-02-12
236,Customer_236,Corporate,2020-01-12
237,Customer_237,Home Office,2021-11-30
238,Customer_238,Home Office,2019-06-19
239,Customer_239,Corporate,2019-07-31
240,Customer_240,Home Office,2019-02-08
241,Customer_241,Consumer,2020-01-04
242,Customer_242,Consumer,2021-01-26
243,Customer_243,Home Office,2019-05-31
244,Customer_244,Consumer,2022-02-08
245,Customer_245,Home Office,2021-12-06
246,Customer_246,Consumer,2021-10-20
247,Customer_247,Consumer,2021-01-06
248,Customer_248,Home Office,2019-03-10
249,Customer_249,Consumer,2019-10-26
250,Customer_250,Home Office,2021-08-01
251,Customer_251,Consumer,2021-03-12
252,Customer_252,Consumer,2019-10-23
253,Customer_253,Corporate,2019-07-22
254,Customer_254,Corporate,2019-03-02
255,Customer_255,Home Office,2021-08-03
256,Customer_256,Corporate,2021-08-20
257,Customer_257,Home Office,2022-03-30
258,Customer_258,Corporate,2019-11-27
259,Customer_259,Consumer,2019-12-04
260,Customer_260,Home Office,2020-09-30
261,Customer_261,Home Office,2019-10-02
262,Customer_262,Consumer,2022-04-02
263,Customer_263,Home Office,2019-11-15
264,Customer_264,Home Office,2020-08-11
265,Customer_265,Corporate,2020-05-18
266,Customer_266,Home Office,2020-01-22
267,Customer_267,Consumer,2021-05-19
268,Customer_268,Corporate,2021-04-12
269,Customer_269,Corporate,2021-10-11
270,Customer_270,Consumer,2020-08-25
271,Customer_271,Consumer,2020-11-21
272,Customer_272,Corporate,2020-05-08
273,Customer_273,Home Office,2020-05-04
274,Customer_274,Corporate,2020-12-21
275,Customer_275,Consumer,2022-01-01
276,Customer_276,Corporate,2020-05-23
277,Customer_277,Consumer,2020-01-25
278,Customer_278,Corporate,2019-10-22
279,Customer_279,Home Office,2021-03-06
280,Customer_280,Corporate,2021-05-14
281,Customer_281,Corporate,2020-07-02
282,Customer_282,Consumer,2020-10-10
283,Customer_283,Consumer,2020-07-21
284,Customer_284,Consumer,2021-05-02
285,Customer_285,Corporate,2021-02-08
286,Customer_286,Home Office,2020-03-20
287,Customer_287,Consumer,2019-12-29
288,Customer_288,Consumer,2019-05-03
289,Customer_289,Corporate,2021-01-11
290,Customer_290,Consumer,2020-11-10
291,Customer_291,Home Office,2020-02-24
292,Customer_292,Home Office,2019-04-02
293,Customer_293,Consumer,2019-03-04
294,Customer_294,Consumer,2020-05-26
295,Customer_295,Corporate,2022-03-08
296,Customer_296,Home Office,2021-02-10
297,Customer_297,Home Office,2019-09-13
298,Customer_298,Consumer,2019-05-15
299,Customer_299,Corporate,2021-05-24
300,Customer_300,Home Office,2021-04-01
301,Customer_301,Home Office,2019-03-29
302,Customer_302,Corporate,2021-09-14
303,Customer_303,Corporate,2022-02-26
304,Customer_304,Home Office,2021-04-02
305,Customer_305,Home Office,2021-10-23
306,Customer_306,Corporate,2021-08-31
307,Customer_307,Home Office,2021-07-22
308,Customer_308,Consumer,2019-05-01
309,Customer_309,Consumer,2021-11-27
310,Customer_310,Corporate,2021-10-04
311,Customer_311,Corporate,2021-07-13
312,Customer_312,Corporate,2020-10-06
313,Customer_313,Consumer,2020-12-14
314,Customer_314,Home Office,2021-05-09
315,Customer_315,Consumer,2019-01-21
316,Customer_316,Home Office,2019-08-30
317,Customer_317,Consumer,2020-03-30
318,Customer_318,Home Office,2021-08-20
319,Customer_319,Consumer,2020-09-12
320,Customer_320,Corporate,2019-10-30
321,Customer_321,Consumer,2021-03-13
322,Customer_322,Home Office,2021-08-21
323,Customer_323,Consumer,2019-03-10
324,Customer_324,Consumer,2022-02-26
325,Customer_325,Consumer,2019-07-15
326,Customer_326,Corporate,2019-05-20
327,Customer_327,Consumer,2019-10-10
328,Customer_328,Corporate,2019-11-08
329,Customer_329,Corporate,2021-01-15
330,Customer_330,Consumer,2019-10-04
331,Customer_331,Consumer,2019-03-02
332,Customer_332,Consumer,2019-02-21
333,Customer_333,Home Office,2019-06-02
334,Customer_334,Consumer,2020-06-27
335,Customer_335,Corporate,2020-07-20
336,Customer_336,Consumer,2020-09-13
337,Customer_337,Home Office,2019-11-10
338,Customer_338,Consumer,2021-03-17
339,Customer_339,Home Office,2021-04-27
340,Customer_340,Home Office,2019-04-07
341,Customer_341,Consumer,2021-05-30
342,Customer_342,Corporate,2021-04-08
343,Customer_343,Home Office,2019-05-17
344,Customer_344,Consumer,2021-10-26
345,Customer_345,Consumer,2021-10-07
346,Customer_346,Corporate,2019-04-19
347,Customer_347,Home Office,2020-06-30
348,Customer_348,Home Office,2021-11-28
349,Customer_349,Consumer,2020-10-23
350,Customer_350,Consumer,2020-02-29
351,Customer_351,Corporate,2020-09-21
352,Customer_352,Corporate,2019-09-18
353,Customer_353,Home Office,2019-03-28
354,Customer_354,Home Office,2020-04-09
355,Customer_355,Consumer,2019-03-17
356,Customer_356,Home Office,2020-04-15
357,Customer_357,Corporate,2020-02-18
358,Customer_358,Corporate,2021-04-04
359,Customer_359,Consumer,2021-06-13
360,Customer_360,Corporate,2020-12-26
361,Customer_361,Corporate,2020-04-01
362,Customer_362,Corporate,2020-10-14
363,Customer_363,Corporate,2020-11-02
364,Customer_364,Consumer,2020-05-09
365,Customer_365,Consumer,2021-12-04
366,Customer_366,Home Office,2020-08-19
367,Customer_367,Corporate,2020-03-25
368,Customer_368,Home Office,2020-04-29
369,Customer_369,Consumer,2020-10-07
370,Customer_370,Consumer,2020-09-11
371,Customer_371,Consumer,2021-11-07
372,Customer_372,Consumer,2020-10-23
373,Customer_373,Consumer,2021-01-27
374,Customer_374,Consumer,2019-10-16
375,Customer_375,Consumer,2020-12-21
376,Customer_376,Corporate,2020-09-29
377,Customer_377,Home Office,2019-08-23
378,Customer_378,Consumer,2020-02-20
379,Customer_379,Corporate,2021-07-26
380,Customer_380,Corporate,2020-05-13
381,Customer_381,Home Office,2021-08-31
382,Customer_382,Consumer,2020-09-25
383,Customer_383,Home Office,2021-10-16
384,Customer_384,Consumer,2019-04-25
385,Customer_385,Corporate,2021-07-20
386,Customer_386,Corporate,2020-11-04
387,Customer_387,Corporate,2021-10-31
388,Customer_388,Corporate,2019-07-25
389,Customer_389,Home Office,2019-09-04
390,Customer_390,Consumer,2021-01-27
391,Customer_391,Consumer,2022-02-24
392,Customer_392,Home Office,2019-05-27
393,Customer_393,Consumer,2019-04-28
394,Customer_394,Corporate,2020-02-16
395,Customer_395,Consumer,2019-12-29
396,Customer_396,Corporate,2019-05-17
397,Customer_397,Home Office,2022-04-13
398,Customer_398,Consumer,2021-08-15
399,Customer_399,Home Office,2019-01-19
400,Customer_400,Consumer,2019-07-14
401,Customer_401,Corporate,2019-11-26
402,Customer_402,Home Office,2019-06-24
403,Customer_403,Consumer,2021-09-28
404,Customer_404,Corporate,2020-03-24
405,Customer_405,Home Office,2021-08-03
406,Customer_406,Home Office,2019-05-21
407,Customer_407,Consumer,2021-01-27
408,Customer_408,Consumer,2021-07-18
409,Customer_409,Consumer,2019-04-03
410,Customer_410,Corporate,2019-08-27
411,Customer_411,Consumer,2019-07-24
412,Customer_412,Home Office,2020-07-13
413,Customer_413,Home Office,2019-09-02
414,Customer_414,Consumer,2021-04-11
415,Customer_415,Consumer,2021-07-13
416,Customer_416,Home Office,2019-10-22
417,Customer_417,Corporate,2020-10-01
418,Customer_418,Consumer,2021-05-05
419,Customer_419,Consumer,2019-01-17
420,Customer_420,Home Office,2019-03-12
421,Customer_421,Consumer,2019-11-01
422,Customer_422,Corporate,2021-10-27
423,Customer_423,Home Office,2021-03-27
424,Customer_424,Consumer,2022-01-31
425,Customer_425,Home Office,2021-03-31
426,Customer_426,Consumer,2019-07-12
427,Customer_427,Consumer,2020-06-12
428,Customer_428,Consumer,2019-06-20
429,Customer_429,Corporate,2019-09-08
430,Customer_430,Corporate,2020-06-24
431,Customer_431,Home Office,2020-02-20
432,Customer_432,Consumer,2021-03-04
433,Customer_433,Consumer,2022-03-13
434,Customer_434,Corporate,2019-01-25
435,Customer_435,Consumer,2020-10-29
436,Customer_436,Corporate,2022-01-01
437,Customer_437,Consumer,2020-09-23
438,Customer_438,Home Office,2022-01-21
439,Customer_439,Consumer,2020-05-19
440,Customer_440,Consumer,2019-12-02
441,Customer_441,Corporate,2020-02-29
442,Customer_442,Consumer,2020-05-13
443,Customer_443,Consumer,2021-08-04
444,Customer_444,Corporate,2020-09-21
445,Customer_445,Home Office,2020-12-18
446,Customer_446,Home Office,2019-12-05
447,Customer_447,Corporate,2020-10-20
448,Customer_448,Corporate,2021-08-19
449,Customer_449,Corporate,2020-03-04
450,Customer_450,Corporate,2021-06-17
451,Customer_451,Corporate,2019-05-19
452,Customer_452,Home Office,2021-07-30
453,Customer_453,Home Office,2020-06-25
454,Customer_454,Corporate,2019-02-26
455,Customer_455,Consumer,2020-10-19
456,Customer_456,Corporate,2020-03-10
457,Customer_457,Consumer,2020-01-19
458,Customer_458,Corporate,2020-07-13
459,Customer_459,Corporate,2019-07-13
460,Customer_460,Home Office,2020-06-17
461,Customer_461,Consumer,2020-06-01
462,Customer_462,Consumer,2020-12-16
463,Customer_463,Home Office,2021-01-20
464,Customer_464,Home Office,2019-07-04
465,Customer_465,Home Office,2019-10-19
466,Customer_466,Home Office,2021-01-01
467,Customer_467,Consumer,2019-04-26
468,Customer_468,Consumer,2021-04-04
469,Customer_469,Corporate,2021-12-08
470,Customer_470,Corporate,2020-11-15
471,Customer_471,Home Office,2019-03-23
472,Customer_472,Home Office,2021-04-13
473,Customer_473,Home Office,2019-11-29
474,Customer_474,Corporate,2020-07-10
475,Customer_475,Corporate,2019-12-01
476,Customer_476,Corporate,2020-06-15
477,Customer_477,Corporate,2019-08-09
478,Customer_478,Corporate,2020-09-26
479,Customer_479,Corporate,2019-11-19
480,Customer_480,Corporate,2019-01-03
481,Customer_481,Home Office,2019-07-25
482,Customer_482,Home Office,2019-02-09
483,Customer_483,Home Office,2019-02-28
484,Customer_484,Home Office,2021-08-08
485,Customer_485,Corporate,2020-07-27
486,Customer_486,Consumer,2020-10-05
487,Customer_487,Corporate,2021-04-22
488,Customer_488,Consumer,2022-02-19
489,Customer_489,Home Office,2020-09-10
490,Customer_490,Corporate,2019-04-06
491,Customer_491,Home Office,2021-06-16
492,Customer_492,Corporate,2021-12-21
493,Customer_493,Home Office,2020-07-14
494,Customer_494,Consumer,2021-06-23
495,Customer_495,Consumer,2019-12-14
496,Customer_496,Consumer,2020-11-01
497,Customer_497,Corporate,2022-02-21
498,Customer_498,Consumer,2019-11-13
499,Customer_499,Corporate,2020-12-19
500,Customer_500,Consumer,2021-12-07
501,Customer_501,Consumer,2022-03-05
502,Customer_502,Corporate,2019-09-07
503,Customer_503,Corporate,2019-11-10
504,Customer_504,Consumer,2021-03-17
505,Customer_505,Corporate,2020-04-29
506,Customer_506,Consumer,2019-02-13
507,Customer_507,Corporate,2020-07-24
508,Customer_508,Home Office,2020-08-05
509,Customer_509,Home Office,2022-01-20
510,Customer_510,Home Office,2021-06-13
511,Customer_511,Home Office,2019-08-08
512,Customer_512,Home Office,2021-07-13
513,Customer_513,Consumer,2020-02-05
514,Customer_514,Home Office,2020-12-27
515,Customer_515,Home Office,2021-09-17
516,Customer_516,Home Office,2021-06-17
517,Customer_517,Home Office,2021-05-07
518,Customer_518,Corporate,2021-03-14
519,Customer_519,Consumer,2020-05-04
520,Customer_520,Home Office,2021-07-26
521,Customer_521,Home Office,2021-04-23
522,Customer_522,Home Office,2019-09-24
523,Customer_523,Consumer,2019-02-23
524,Customer_524,Corporate,2020-06-11
525,Customer_525,Consumer,2020-09-07
526,Customer_526,Corporate,2021-12-18
527,Customer_527,Home Office,2021-11-29
528,Customer_528,Home Office,2021-08-12
529,Customer_529,Consumer,2020-01-21
530,Customer_530,Consumer,2021-01-03
531,Customer_531,Corporate,2020-12-16
532,Customer_532,Corporate,2020-10-11
533,Customer_533,Consumer,2019-10-27
534,Customer_534,Corporate,2020-01-30
535,Customer_535,Consumer,2020-08-15
536,Customer_536,Corporate,2020-05-28
537,Customer_537,Consumer,2020-01-31
538,Customer_538,Consumer,2020-01-06
539,Customer_539,Consumer,2021-05-07
540,Customer_540,Corporate,2021-03-01
541,Customer_541,Corporate,2020-10-19
542,Customer_542,Corporate,2021-01-05
543,Customer_543,Consumer,2020-01-19
544,Customer_544,Corporate,2019-03-03
545,Customer_545,Corporate,2020-05-19
546,Customer_546,Consumer,2019-08-27
547,Customer_547,Home Office,2019-07-14
